,Uncet
26/04/1976,2.394762572
27/04/1976,2.391640247
28/04/1976,2.38835411
29/04/1976,2.381505016
30/04/1976,2.371706615
03/05/1976,2.365613179
04/05/1976,2.353075785
05/05/1976,2.344189307
06/05/1976,2.338450639
07/05/1976,2.334012531
10/05/1976,2.324171406
11/05/1976,2.319704489
12/05/1976,2.315795958
13/05/1976,2.310347356
14/05/1976,2.303696158
17/05/1976,2.301047973
18/05/1976,2.295922155
19/05/1976,2.29444957
20/05/1976,2.287022784
21/05/1976,2.280717228
24/05/1976,2.276117303
25/05/1976,2.267899409
26/05/1976,2.261476607
27/05/1976,2.256742158
28/05/1976,2.252367573
01/06/1976,2.243717193
02/06/1976,2.238041915
03/06/1976,2.230239899
04/06/1976,2.223395181
07/06/1976,2.216824208
08/06/1976,2.212830723
09/06/1976,2.209302092
10/06/1976,2.202596255
11/06/1976,2.198118561
14/06/1976,2.19279357
15/06/1976,2.18662879
16/06/1976,2.180351585
17/06/1976,2.174640804
18/06/1976,2.171048222
21/06/1976,2.169117803
22/06/1976,2.163446584
23/06/1976,2.157325751
24/06/1976,2.15690796
25/06/1976,2.154877499
28/06/1976,2.152971517
29/06/1976,2.146628431
30/06/1976,2.142305052
01/07/1976,2.134454266
02/07/1976,2.12912808
06/07/1976,2.124643183
07/07/1976,2.119342778
08/07/1976,2.116869529
09/07/1976,2.111995509
12/07/1976,2.109623133
13/07/1976,2.105502276
14/07/1976,2.100637183
15/07/1976,2.09904806
16/07/1976,2.096535364
19/07/1976,2.093015072
20/07/1976,2.091998062
21/07/1976,2.093287026
22/07/1976,2.090497363
23/07/1976,2.087391162
26/07/1976,2.084770337
27/07/1976,2.081036279
28/07/1976,2.078407812
29/07/1976,2.076758248
30/07/1976,2.075023399
02/08/1976,2.073049542
03/08/1976,2.06926916
04/08/1976,2.069002566
05/08/1976,2.067351922
06/08/1976,2.065717285
09/08/1976,2.065368508
10/08/1976,2.060090676
11/08/1976,2.057849351
12/08/1976,2.055931444
13/08/1976,2.054091816
16/08/1976,2.05412916
17/08/1976,2.050922013
18/08/1976,2.051837362
19/08/1976,2.05117203
20/08/1976,2.050677824
23/08/1976,2.05033172
24/08/1976,2.050682595
25/08/1976,2.053205238
26/08/1976,2.054599691
27/08/1976,2.052761859
30/08/1976,2.055291205
31/08/1976,2.055119632
01/09/1976,2.057398807
02/09/1976,2.060026462
03/09/1976,2.061753742
07/09/1976,2.063917757
08/09/1976,2.065750061
09/09/1976,2.065797033
10/09/1976,2.069122143
13/09/1976,2.070911428
14/09/1976,2.07047947
15/09/1976,2.072048259
16/09/1976,2.072836797
17/09/1976,2.073583353
20/09/1976,2.075715486
21/09/1976,2.078255373
22/09/1976,2.079947937
23/09/1976,2.080579852
24/09/1976,2.085833335
27/09/1976,2.089537756
28/09/1976,2.091375059
29/09/1976,2.094373799
30/09/1976,2.096471796
01/10/1976,2.099085711
04/10/1976,2.104674135
05/10/1976,2.10897542
06/10/1976,2.110133113
07/10/1976,2.111452915
08/10/1976,2.112344105
11/10/1976,2.111942788
12/10/1976,2.112241622
13/10/1976,2.113211285
14/10/1976,2.113149469
15/10/1976,2.118179492
18/10/1976,2.121271643
19/10/1976,2.121840318
20/10/1976,2.123620172
21/10/1976,2.122407948
22/10/1976,2.123688691
25/10/1976,2.122555316
26/10/1976,2.122358535
27/10/1976,2.124784274
28/10/1976,2.123060455
29/10/1976,2.119391209
01/11/1976,2.122730639
03/11/1976,2.123376473
04/11/1976,2.124242378
05/11/1976,2.123434725
08/11/1976,2.126345793
09/11/1976,2.125986455
10/11/1976,2.122751773
11/11/1976,2.122751237
12/11/1976,2.123293761
15/11/1976,2.121856409
16/11/1976,2.12034094
17/11/1976,2.119044652
18/11/1976,2.11723288
19/11/1976,2.117679989
22/11/1976,2.115927439
23/11/1976,2.114668376
24/11/1976,2.112636415
26/11/1976,2.11098237
29/11/1976,2.110478108
30/11/1976,2.109274351
01/12/1976,2.108161346
02/12/1976,2.103876337
03/12/1976,2.10213812
06/12/1976,2.102122286
07/12/1976,2.100657606
08/12/1976,2.100574564
09/12/1976,2.098991605
10/12/1976,2.097742604
13/12/1976,2.093673666
14/12/1976,2.089989339
15/12/1976,2.084983661
16/12/1976,2.08301061
17/12/1976,2.078040225
20/12/1976,2.074864937
21/12/1976,2.073706761
22/12/1976,2.072882139
23/12/1976,2.067662799
27/12/1976,2.067236665
28/12/1976,2.06496456
29/12/1976,2.065743165
30/12/1976,2.064867469
31/12/1976,2.063388499
03/01/1977,2.061206357
04/01/1977,2.059199558
05/01/1977,2.056164247
06/01/1977,2.051818414
07/01/1977,2.049605895
10/01/1977,2.046449849
11/01/1977,2.044744919
12/01/1977,2.042365017
13/01/1977,2.042012153
14/01/1977,2.040868948
17/01/1977,2.039844472
18/01/1977,2.039079198
19/01/1977,2.037148178
20/01/1977,2.037467434
21/01/1977,2.03597773
24/01/1977,2.035613441
25/01/1977,2.036567903
26/01/1977,2.03424041
27/01/1977,2.033032924
28/01/1977,2.030800165
31/01/1977,2.030175993
01/02/1977,2.030657989
02/02/1977,2.032178948
03/02/1977,2.03322021
04/02/1977,2.031468342
07/02/1977,2.029618542
08/02/1977,2.027025439
09/02/1977,2.023706171
10/02/1977,2.024123271
11/02/1977,2.02267127
14/02/1977,2.023624315
15/02/1977,2.024164401
16/02/1977,2.021862691
17/02/1977,2.02175287
18/02/1977,2.020991142
22/02/1977,2.021732451
23/02/1977,2.021622681
24/02/1977,2.018798376
25/02/1977,2.017000959
28/02/1977,2.013218328
01/03/1977,2.012356219
02/03/1977,2.012097015
03/03/1977,2.009657219
04/03/1977,2.007006952
07/03/1977,2.004770543
08/03/1977,2.000875118
09/03/1977,1.996347286
10/03/1977,1.99603107
11/03/1977,1.995317464
14/03/1977,1.995243029
15/03/1977,1.992331374
16/03/1977,1.99062043
17/03/1977,1.99026648
18/03/1977,1.991429366
21/03/1977,1.989964959
22/03/1977,1.988964748
23/03/1977,1.986436899
24/03/1977,1.987317075
25/03/1977,1.987081606
28/03/1977,1.988287915
29/03/1977,1.985942055
30/03/1977,1.984352217
31/03/1977,1.983833871
01/04/1977,1.983516202
04/04/1977,1.982845475
05/04/1977,1.983076891
06/04/1977,1.981300382
07/04/1977,1.97914025
11/04/1977,1.979138094
12/04/1977,1.974848838
13/04/1977,1.97116952
14/04/1977,1.968752838
15/04/1977,1.966325223
18/04/1977,1.961809207
19/04/1977,1.957832715
20/04/1977,1.956917546
21/04/1977,1.954591157
22/04/1977,1.951576352
25/04/1977,1.948072261
26/04/1977,1.947724919
27/04/1977,1.947379547
28/04/1977,1.946685231
29/04/1977,1.945333026
02/05/1977,1.94546559
03/05/1977,1.944650651
04/05/1977,1.944031047
05/05/1977,1.943368254
06/05/1977,1.940569286
09/05/1977,1.937068259
10/05/1977,1.934676236
11/05/1977,1.931898429
12/05/1977,1.928782172
13/05/1977,1.926170832
16/05/1977,1.923704736
17/05/1977,1.921368949
18/05/1977,1.919286365
19/05/1977,1.917570802
20/05/1977,1.91449856
23/05/1977,1.911728658
24/05/1977,1.908254349
25/05/1977,1.906699636
26/05/1977,1.905963321
27/05/1977,1.903563216
31/05/1977,1.899980564
01/06/1977,1.899929521
02/06/1977,1.897760751
03/06/1977,1.893932159
06/06/1977,1.892541476
07/06/1977,1.89188809
08/06/1977,1.889664242
09/06/1977,1.890035167
10/06/1977,1.890321546
13/06/1977,1.88880085
14/06/1977,1.885546374
15/06/1977,1.886834923
16/06/1977,1.884934967
17/06/1977,1.88392333
20/06/1977,1.883379345
21/06/1977,1.883523508
22/06/1977,1.881815166
23/06/1977,1.88102939
24/06/1977,1.877389324
27/06/1977,1.875695859
28/06/1977,1.872612105
29/06/1977,1.870040178
30/06/1977,1.865269982
01/07/1977,1.865076248
05/07/1977,1.865018202
06/07/1977,1.863264922
07/07/1977,1.860982002
08/07/1977,1.860057178
11/07/1977,1.859472607
12/07/1977,1.858643055
13/07/1977,1.856467567
15/07/1977,1.85632018
18/07/1977,1.85769903
19/07/1977,1.858307547
20/07/1977,1.858581604
21/07/1977,1.859031799
22/07/1977,1.858524057
25/07/1977,1.859260744
26/07/1977,1.856843932
27/07/1977,1.85782305
28/07/1977,1.859294011
29/07/1977,1.86029694
01/08/1977,1.860908656
02/08/1977,1.863061968
03/08/1977,1.863161526
04/08/1977,1.864720653
05/08/1977,1.863852078
08/08/1977,1.866579144
09/08/1977,1.868292756
10/08/1977,1.866063841
11/08/1977,1.864513218
12/08/1977,1.864010006
15/08/1977,1.864580269
16/08/1977,1.86139904
17/08/1977,1.85905245
18/08/1977,1.858557
19/08/1977,1.86005786
22/08/1977,1.861301856
23/08/1977,1.864116778
24/08/1977,1.86526143
25/08/1977,1.869285501
26/08/1977,1.871914456
29/08/1977,1.87474413
30/08/1977,1.876544279
31/08/1977,1.878284755
01/09/1977,1.880023055
02/09/1977,1.882268559
06/09/1977,1.881505924
07/09/1977,1.883558581
08/09/1977,1.885871122
09/09/1977,1.88661542
12/09/1977,1.887227227
13/09/1977,1.89101172
14/09/1977,1.893646064
15/09/1977,1.896991177
16/09/1977,1.899639585
19/09/1977,1.901909297
20/09/1977,1.904415367
21/09/1977,1.906002371
22/09/1977,1.909730155
23/09/1977,1.913097906
26/09/1977,1.91419706
27/09/1977,1.919361744
28/09/1977,1.923892994
29/09/1977,1.928085372
30/09/1977,1.931189857
03/10/1977,1.932885848
04/10/1977,1.935342477
05/10/1977,1.937441937
06/10/1977,1.94207838
07/10/1977,1.943987228
10/10/1977,1.946519884
11/10/1977,1.948327624
12/10/1977,1.947100781
13/10/1977,1.946645204
14/10/1977,1.950526529
17/10/1977,1.952793723
18/10/1977,1.955659703
19/10/1977,1.956102286
20/10/1977,1.960854216
21/10/1977,1.965226512
24/10/1977,1.971063667
25/10/1977,1.973952174
26/10/1977,1.974914623
27/10/1977,1.977550979
28/10/1977,1.982953614
31/10/1977,1.988123497
01/11/1977,1.988253385
02/11/1977,1.989531625
03/11/1977,1.990804984
04/11/1977,1.990490975
07/11/1977,1.993198812
08/11/1977,1.992617194
09/11/1977,1.990626655
10/11/1977,1.990694031
11/11/1977,1.993530613
14/11/1977,1.993746948
15/11/1977,1.99287368
16/11/1977,1.99470239
17/11/1977,1.999614666
18/11/1977,2.000484606
21/11/1977,2.002240216
22/11/1977,2.002625202
23/11/1977,2.006405279
25/11/1977,2.01179889
28/11/1977,2.014263966
29/11/1977,2.015104935
30/11/1977,2.017643859
01/12/1977,2.021696306
02/12/1977,2.023649482
05/12/1977,2.024596038
06/12/1977,2.024732575
07/12/1977,2.026031824
08/12/1977,2.026796456
09/12/1977,2.025022459
12/12/1977,2.023409163
13/12/1977,2.024024183
14/12/1977,2.024636981
15/12/1977,2.024982452
16/12/1977,2.025382633
19/12/1977,2.028506164
20/12/1977,2.030192191
21/12/1977,2.030222729
22/12/1977,2.030626389
23/12/1977,2.032042744
27/12/1977,2.033839921
28/12/1977,2.03120997
29/12/1977,2.031387274
30/12/1977,2.029569138
03/01/1978,2.028037761
04/01/1978,2.027454692
05/01/1978,2.029211703
06/01/1978,2.027918425
09/01/1978,2.027326494
10/01/1978,2.029382756
11/01/1978,2.029433016
12/01/1978,2.031396099
13/01/1978,2.032640107
16/01/1978,2.032526088
17/01/1978,2.03072916
18/01/1978,2.032164621
19/01/1978,2.035670771
20/01/1978,2.034182563
23/01/1978,2.03392449
24/01/1978,2.034279861
25/01/1978,2.037499502
26/01/1978,2.037945689
27/01/1978,2.03877475
30/01/1978,2.040918394
31/01/1978,2.041503083
01/02/1978,2.040259192
02/02/1978,2.039541332
03/02/1978,2.040376073
06/02/1978,2.042415845
07/02/1978,2.044057761
08/02/1978,2.045366892
09/02/1978,2.046479337
10/02/1978,2.046204652
13/02/1978,2.047673281
14/02/1978,2.052319436
15/02/1978,2.050246499
16/02/1978,2.051737532
17/02/1978,2.052220617
21/02/1978,2.052444892
22/02/1978,2.054290214
23/02/1978,2.05491399
24/02/1978,2.057682908
27/02/1978,2.058028048
28/02/1978,2.060742917
01/03/1978,2.060034386
02/03/1978,2.061645855
03/03/1978,2.06283658
06/03/1978,2.064619111
07/03/1978,2.067865292
08/03/1978,2.069944173
09/03/1978,2.072146626
10/03/1978,2.074712986
13/03/1978,2.075705029
14/03/1978,2.080348003
15/03/1978,2.086596618
16/03/1978,2.092085225
17/03/1978,2.095255269
20/03/1978,2.098018315
21/03/1978,2.101992841
22/03/1978,2.108753915
23/03/1978,2.11565669
27/03/1978,2.123461762
28/03/1978,2.131645673
29/03/1978,2.138386372
30/03/1978,2.142921021
31/03/1978,2.146701063
03/04/1978,2.149261287
04/04/1978,2.153990169
05/04/1978,2.1570116
06/04/1978,2.162728008
07/04/1978,2.171194752
10/04/1978,2.175794566
11/04/1978,2.174931568
12/04/1978,2.179093245
13/04/1978,2.18000601
14/04/1978,2.179305027
17/04/1978,2.183139056
18/04/1978,2.192302259
19/04/1978,2.201857427
20/04/1978,2.209811328
21/04/1978,2.215543732
24/04/1978,2.220710009
25/04/1978,2.227893704
26/04/1978,2.232442819
27/04/1978,2.23601344
28/04/1978,2.240284625
01/05/1978,2.244210262
02/05/1978,2.249308035
03/05/1978,2.252132643
04/05/1978,2.256103853
05/05/1978,2.262516342
08/05/1978,2.266936188
09/05/1978,2.270602016
10/05/1978,2.272019268
11/05/1978,2.276022325
12/05/1978,2.281244536
15/05/1978,2.287324031
16/05/1978,2.291968574
17/05/1978,2.294845794
18/05/1978,2.298959063
19/05/1978,2.300484667
22/05/1978,2.302468123
23/05/1978,2.307874289
24/05/1978,2.31228745
25/05/1978,2.315995472
26/05/1978,2.31976573
30/05/1978,2.322805326
31/05/1978,2.325893341
01/06/1978,2.32640903
02/06/1978,2.326920493
05/06/1978,2.328284258
06/06/1978,2.331861541
07/06/1978,2.331308973
08/06/1978,2.335531847
09/06/1978,2.336779257
12/06/1978,2.338489568
13/06/1978,2.335807994
14/06/1978,2.335556492
15/06/1978,2.335843743
16/06/1978,2.337441379
19/06/1978,2.335512409
20/06/1978,2.336483394
21/06/1978,2.340288357
22/06/1978,2.339125817
23/06/1978,2.341820741
26/06/1978,2.348540743
27/06/1978,2.350714517
28/06/1978,2.357224805
29/06/1978,2.360711064
30/06/1978,2.368198384
03/07/1978,2.371740606
05/07/1978,2.371777259
06/07/1978,2.3738844
07/07/1978,2.378562535
10/07/1978,2.380106653
11/07/1978,2.381099656
12/07/1978,2.382805914
13/07/1978,2.384680838
14/07/1978,2.385654859
17/07/1978,2.389827897
18/07/1978,2.392269962
19/07/1978,2.395713288
20/07/1978,2.401021226
21/07/1978,2.402025891
24/07/1978,2.406329617
25/07/1978,2.408402216
26/07/1978,2.409020039
27/07/1978,2.406849821
28/07/1978,2.405030007
31/07/1978,2.404566314
01/08/1978,2.400499304
02/08/1978,2.398411323
03/08/1978,2.401538528
04/08/1978,2.405159712
07/08/1978,2.406985696
08/08/1978,2.412575385
09/08/1978,2.417267302
10/08/1978,2.423684365
11/08/1978,2.426330472
14/08/1978,2.430410139
15/08/1978,2.434776519
16/08/1978,2.436888745
17/08/1978,2.441051258
18/08/1978,2.446453663
21/08/1978,2.449632083
22/08/1978,2.45204981
23/08/1978,2.454233764
24/08/1978,2.457730998
25/08/1978,2.462166414
28/08/1978,2.466461848
29/08/1978,2.468944108
30/08/1978,2.472959257
31/08/1978,2.477143472
01/09/1978,2.48094396
05/09/1978,2.48201406
06/09/1978,2.485500285
07/09/1978,2.489196876
08/09/1978,2.489169629
11/09/1978,2.494548823
12/09/1978,2.498724089
13/09/1978,2.50105366
14/09/1978,2.506816547
15/09/1978,2.511963409
18/09/1978,2.520523074
19/09/1978,2.527706425
20/09/1978,2.536631163
21/09/1978,2.545116324
22/09/1978,2.554972821
25/09/1978,2.563876189
26/09/1978,2.571765938
27/09/1978,2.577257255
28/09/1978,2.585022674
29/09/1978,2.596551309
02/10/1978,2.60407612
03/10/1978,2.615424434
04/10/1978,2.624449097
05/10/1978,2.630574951
06/10/1978,2.637686258
09/10/1978,2.639722694
10/10/1978,2.646387023
11/10/1978,2.652046504
12/10/1978,2.657892257
13/10/1978,2.663091538
16/10/1978,2.66492405
17/10/1978,2.668982891
18/10/1978,2.670574457
19/10/1978,2.672877534
20/10/1978,2.670896592
23/10/1978,2.672955367
24/10/1978,2.669350438
25/10/1978,2.669613025
26/10/1978,2.663119267
27/10/1978,2.657425967
30/10/1978,2.648214743
31/10/1978,2.64311064
01/11/1978,2.637424753
02/11/1978,2.643231406
03/11/1978,2.64780986
06/11/1978,2.65531911
07/11/1978,2.660081999
08/11/1978,2.659302699
09/11/1978,2.657042541
10/11/1978,2.657888342
13/11/1978,2.656169992
14/11/1978,2.654035722
15/11/1978,2.652295818
16/11/1978,2.64872081
17/11/1978,2.64667092
20/11/1978,2.643013576
21/11/1978,2.638480781
22/11/1978,2.631329373
24/11/1978,2.625288875
27/11/1978,2.616323665
28/11/1978,2.60973814
29/11/1978,2.602087127
30/11/1978,2.594008031
01/12/1978,2.584186466
04/12/1978,2.577561494
05/12/1978,2.568933333
06/12/1978,2.562563456
07/12/1978,2.556058204
08/12/1978,2.547826618
11/12/1978,2.539361313
12/12/1978,2.530473464
13/12/1978,2.522226815
14/12/1978,2.512791486
15/12/1978,2.498843418
18/12/1978,2.488668863
19/12/1978,2.477801958
20/12/1978,2.464649097
21/12/1978,2.455532432
22/12/1978,2.443117611
26/12/1978,2.436673939
27/12/1978,2.431927188
28/12/1978,2.427281503
29/12/1978,2.422172576
02/01/1979,2.415466313
03/01/1979,2.408521513
04/01/1979,2.399999797
05/01/1979,2.397671382
08/01/1979,2.392838968
09/01/1979,2.386349277
10/01/1979,2.3791619
11/01/1979,2.372535173
12/01/1979,2.368203135
15/01/1979,2.362228386
16/01/1979,2.35731353
17/01/1979,2.352928282
18/01/1979,2.348820147
19/01/1979,2.342572517
22/01/1979,2.334416757
23/01/1979,2.329857902
24/01/1979,2.32705715
25/01/1979,2.3227716
26/01/1979,2.317796493
29/01/1979,2.314033734
30/01/1979,2.312064878
31/01/1979,2.308317141
01/02/1979,2.306425832
02/02/1979,2.302936251
05/02/1979,2.299608175
06/02/1979,2.298188308
07/02/1979,2.296323932
08/02/1979,2.294516432
09/02/1979,2.28998194
12/02/1979,2.289702909
13/02/1979,2.290649546
14/02/1979,2.288878433
15/02/1979,2.286156922
16/02/1979,2.283380391
20/02/1979,2.279094156
21/02/1979,2.275522514
22/02/1979,2.274330292
23/02/1979,2.275414685
26/02/1979,2.271754424
27/02/1979,2.268294596
28/02/1979,2.265628595
01/03/1979,2.264517529
02/03/1979,2.262247023
05/03/1979,2.261764712
06/03/1979,2.261202432
07/03/1979,2.261702951
08/03/1979,2.258616456
09/03/1979,2.259586233
12/03/1979,2.257824208
13/03/1979,2.257343487
14/03/1979,2.25436825
15/03/1979,2.25328204
16/03/1979,2.253540244
19/03/1979,2.253595912
20/03/1979,2.253227579
21/03/1979,2.2502385
22/03/1979,2.248364394
23/03/1979,2.246639126
26/03/1979,2.246461037
27/03/1979,2.245485359
28/03/1979,2.245138975
29/03/1979,2.247296317
30/03/1979,2.245598068
02/04/1979,2.244150675
03/04/1979,2.244348474
04/04/1979,2.245533194
05/04/1979,2.243576882
06/04/1979,2.24326182
09/04/1979,2.243495065
10/04/1979,2.24271046
11/04/1979,2.243866581
12/04/1979,2.24591982
16/04/1979,2.250725253
17/04/1979,2.248218373
18/04/1979,2.248497149
19/04/1979,2.249815793
20/04/1979,2.252457354
23/04/1979,2.248859255
24/04/1979,2.249875487
25/04/1979,2.248928508
26/04/1979,2.248079657
27/04/1979,2.250284809
30/04/1979,2.251840985
01/05/1979,2.251216081
02/05/1979,2.248807719
03/05/1979,2.247233883
04/05/1979,2.246763972
07/05/1979,2.244373409
08/05/1979,2.245505253
09/05/1979,2.248147304
10/05/1979,2.251877115
11/05/1979,2.252117019
14/05/1979,2.252536603
15/05/1979,2.253782973
16/05/1979,2.2533706
17/05/1979,2.251927121
18/05/1979,2.252408238
21/05/1979,2.253698577
22/05/1979,2.25629912
23/05/1979,2.255189038
24/05/1979,2.256481901
25/05/1979,2.255192101
29/05/1979,2.25641082
30/05/1979,2.252880861
31/05/1979,2.251688612
01/06/1979,2.250309702
04/06/1979,2.249610853
05/06/1979,2.246517842
06/06/1979,2.243512492
07/06/1979,2.241311399
08/06/1979,2.239557642
11/06/1979,2.236382354
12/06/1979,2.233349732
13/06/1979,2.234962839
14/06/1979,2.234392115
15/06/1979,2.235042236
18/06/1979,2.233613833
19/06/1979,2.23468093
20/06/1979,2.238371786
21/06/1979,2.241413892
22/06/1979,2.245821593
25/06/1979,2.246266895
26/06/1979,2.245865976
27/06/1979,2.24430653
28/06/1979,2.246217236
29/06/1979,2.244790913
02/07/1979,2.246620291
03/07/1979,2.246534859
05/07/1979,2.246934766
06/07/1979,2.245816821
09/07/1979,2.245842637
10/07/1979,2.246196058
11/07/1979,2.247367018
12/07/1979,2.249737848
13/07/1979,2.252506516
16/07/1979,2.258438779
17/07/1979,2.25903432
18/07/1979,2.263011769
19/07/1979,2.266293662
20/07/1979,2.267080039
23/07/1979,2.26707492
24/07/1979,2.267549393
25/07/1979,2.270605396
26/07/1979,2.271578203
27/07/1979,2.269839569
30/07/1979,2.273451812
31/07/1979,2.275787359
01/08/1979,2.276820607
02/08/1979,2.275755904
03/08/1979,2.276882505
06/08/1979,2.275513368
07/08/1979,2.274235852
08/08/1979,2.273727844
09/08/1979,2.273420329
10/08/1979,2.273715961
13/08/1979,2.276102827
14/08/1979,2.280552079
15/08/1979,2.286278516
16/08/1979,2.289057455
17/08/1979,2.292264007
20/08/1979,2.300746146
21/08/1979,2.304964188
22/08/1979,2.309132325
23/08/1979,2.314359284
24/08/1979,2.316015225
27/08/1979,2.317432488
28/08/1979,2.32305895
29/08/1979,2.327686914
30/08/1979,2.329048388
31/08/1979,2.329019292
04/09/1979,2.330017736
05/09/1979,2.33203409
06/09/1979,2.333924173
07/09/1979,2.337165339
10/09/1979,2.339444799
11/09/1979,2.343651088
12/09/1979,2.352121247
13/09/1979,2.359947696
14/09/1979,2.365381258
17/09/1979,2.368066758
18/09/1979,2.367246648
19/09/1979,2.369232556
20/09/1979,2.370251483
21/09/1979,2.375289307
24/09/1979,2.382962547
25/09/1979,2.391944132
26/09/1979,2.39858266
27/09/1979,2.402067442
28/09/1979,2.401055819
01/10/1979,2.409386086
02/10/1979,2.410164823
03/10/1979,2.412982806
04/10/1979,2.411666862
05/10/1979,2.414209478
08/10/1979,2.410911395
09/10/1979,2.409644093
10/10/1979,2.409976775
11/10/1979,2.415234563
12/10/1979,2.422132723
15/10/1979,2.423248245
16/10/1979,2.427540188
17/10/1979,2.427458309
18/10/1979,2.42932887
19/10/1979,2.430717398
22/10/1979,2.429869823
23/10/1979,2.433423777
24/10/1979,2.439075351
25/10/1979,2.442524373
26/10/1979,2.442933833
29/10/1979,2.446499351
30/10/1979,2.447429632
31/10/1979,2.448100002
01/11/1979,2.450614789
02/11/1979,2.45436417
05/11/1979,2.459899738
06/11/1979,2.458415235
07/11/1979,2.46013431
08/11/1979,2.457548412
09/11/1979,2.461243288
12/11/1979,2.46166353
13/11/1979,2.464308773
14/11/1979,2.467257299
15/11/1979,2.468767214
16/11/1979,2.47104437
19/11/1979,2.473180506
20/11/1979,2.473214869
21/11/1979,2.478450857
23/11/1979,2.481941713
26/11/1979,2.485787741
27/11/1979,2.492329483
28/11/1979,2.500785866
29/11/1979,2.510031934
30/11/1979,2.515885851
03/12/1979,2.520219785
04/12/1979,2.528427861
05/12/1979,2.533986942
06/12/1979,2.540912546
07/12/1979,2.546941839
10/12/1979,2.552656002
11/12/1979,2.55933765
12/12/1979,2.567448907
13/12/1979,2.572201092
14/12/1979,2.577742913
17/12/1979,2.586115535
18/12/1979,2.59435899
19/12/1979,2.599765094
20/12/1979,2.608042644
21/12/1979,2.615111826
24/12/1979,2.622675776
26/12/1979,2.630598724
27/12/1979,2.637354518
28/12/1979,2.643984539
31/12/1979,2.65032858
02/01/1980,2.655370916
03/01/1980,2.663040626
04/01/1980,2.670138416
07/01/1980,2.67894743
08/01/1980,2.685704473
09/01/1980,2.704056569
10/01/1980,2.717757162
11/01/1980,2.731517891
14/01/1980,2.746859565
15/01/1980,2.759427818
16/01/1980,2.774991045
17/01/1980,2.790908523
18/01/1980,2.79971331
21/01/1980,2.809720408
22/01/1980,2.821010203
23/01/1980,2.837569076
24/01/1980,2.8516941
25/01/1980,2.863388711
28/01/1980,2.8711597
29/01/1980,2.878509615
30/01/1980,2.888458605
31/01/1980,2.894836223
01/02/1980,2.902535923
04/02/1980,2.916769048
05/02/1980,2.92488331
06/02/1980,2.934460531
07/02/1980,2.94283811
08/02/1980,2.950790932
11/02/1980,2.965279937
12/02/1980,2.977119535
13/02/1980,2.98824833
14/02/1980,3.003024662
15/02/1980,3.009638897
19/02/1980,3.017685562
20/02/1980,3.022378373
21/02/1980,3.031416598
22/02/1980,3.036794797
25/02/1980,3.044350341
26/02/1980,3.051424754
27/02/1980,3.056029982
28/02/1980,3.060412715
29/02/1980,3.067633788
03/03/1980,3.06915301
04/03/1980,3.068839306
05/03/1980,3.075438948
06/03/1980,3.076878395
07/03/1980,3.085498437
10/03/1980,3.091524451
11/03/1980,3.09933111
12/03/1980,3.098919968
13/03/1980,3.102013232
14/03/1980,3.102803905
17/03/1980,3.104281825
18/03/1980,3.104926182
19/03/1980,3.106992584
20/03/1980,3.104130817
21/03/1980,3.103961041
24/03/1980,3.095751604
25/03/1980,3.085912677
26/03/1980,3.080822264
27/03/1980,3.073840609
28/03/1980,3.069609071
31/03/1980,3.065477716
01/04/1980,3.057211852
02/04/1980,3.052915412
03/04/1980,3.049063064
07/04/1980,3.044077928
08/04/1980,3.032285251
09/04/1980,3.019927987
10/04/1980,3.009417303
11/04/1980,3.004761697
14/04/1980,2.996789741
15/04/1980,2.987747728
16/04/1980,2.978751939
17/04/1980,2.967350069
18/04/1980,2.958752396
21/04/1980,2.949298806
22/04/1980,2.934456896
23/04/1980,2.926183792
24/04/1980,2.916209525
25/04/1980,2.910981394
28/04/1980,2.905128166
29/04/1980,2.901044525
30/04/1980,2.894278113
01/05/1980,2.885032513
02/05/1980,2.879316069
05/05/1980,2.867977406
06/05/1980,2.857809326
07/05/1980,2.846303884
08/05/1980,2.839715832
09/05/1980,2.83083773
12/05/1980,2.82411609
13/05/1980,2.816625307
14/05/1980,2.811080421
15/05/1980,2.803745333
16/05/1980,2.79778823
19/05/1980,2.78717298
20/05/1980,2.782204547
21/05/1980,2.77589894
22/05/1980,2.773946325
23/05/1980,2.767620123
27/05/1980,2.764034724
28/05/1980,2.758192089
29/05/1980,2.752094327
30/05/1980,2.752328174
02/06/1980,2.742144934
03/06/1980,2.735018068
04/06/1980,2.726925689
05/06/1980,2.722623016
06/06/1980,2.715769043
09/06/1980,2.706178385
10/06/1980,2.699264528
11/06/1980,2.69435656
12/06/1980,2.693748716
13/06/1980,2.692169519
16/06/1980,2.686446656
17/06/1980,2.681885053
18/06/1980,2.678057279
19/06/1980,2.675023012
20/06/1980,2.673364078
23/06/1980,2.675298688
24/06/1980,2.673560509
25/06/1980,2.666626196
26/06/1980,2.661230638
27/06/1980,2.657247041
30/06/1980,2.654543088
01/07/1980,2.652073817
02/07/1980,2.653727063
03/07/1980,2.651417529
07/07/1980,2.648132123
08/07/1980,2.650885992
09/07/1980,2.64591836
10/07/1980,2.641811027
11/07/1980,2.636171991
14/07/1980,2.638784299
15/07/1980,2.634649958
16/07/1980,2.632190684
17/07/1980,2.631631386
18/07/1980,2.631470765
21/07/1980,2.635434158
22/07/1980,2.638638794
23/07/1980,2.638182142
24/07/1980,2.643449732
25/07/1980,2.644291688
28/07/1980,2.64300597
