,Uncet
15/06/1944,3.105026565
16/06/1944,3.102472166
17/06/1944,3.101792982
19/06/1944,3.10217099
20/06/1944,3.100036403
21/06/1944,3.097883796
22/06/1944,3.094914268
23/06/1944,3.091504474
24/06/1944,3.091153015
26/06/1944,3.092574464
27/06/1944,3.092876076
28/06/1944,3.095703533
29/06/1944,3.097613734
30/06/1944,3.101061959
01/07/1944,3.102782541
03/07/1944,3.103467205
05/07/1944,3.101465163
06/07/1944,3.099635873
07/07/1944,3.099609435
08/07/1944,3.095101439
10/07/1944,3.091449033
11/07/1944,3.09078657
12/07/1944,3.087286473
13/07/1944,3.083829945
14/07/1944,3.07872551
15/07/1944,3.076003396
17/07/1944,3.073269705
18/07/1944,3.069150414
19/07/1944,3.063264273
20/07/1944,3.057571951
21/07/1944,3.052981585
22/07/1944,3.04966973
24/07/1944,3.044003343
25/07/1944,3.042661764
26/07/1944,3.037793313
27/07/1944,3.035996457
28/07/1944,3.036910266
29/07/1944,3.033268891
31/07/1944,3.030455663
01/08/1944,3.027074861
02/08/1944,3.023538783
03/08/1944,3.020066412
04/08/1944,3.011315651
05/08/1944,3.008813622
07/08/1944,3.008053865
08/08/1944,3.004441862
09/08/1944,3.002718547
10/08/1944,3.003836252
11/08/1944,3.004721559
12/08/1944,2.999334872
14/08/1944,2.995958757
15/08/1944,2.990381615
16/08/1944,2.982257544
17/08/1944,2.975698913
18/08/1944,2.967625833
21/08/1944,2.963518568
22/08/1944,2.956816163
23/08/1944,2.953189517
24/08/1944,2.948037309
25/08/1944,2.940260394
28/08/1944,2.935910461
29/08/1944,2.927508874
30/08/1944,2.921365298
31/08/1944,2.91479693
01/09/1944,2.909703945
05/09/1944,2.901726409
06/09/1944,2.891634505
07/09/1944,2.889407933
08/09/1944,2.889750917
09/09/1944,2.885910253
11/09/1944,2.878226527
12/09/1944,2.875782191
13/09/1944,2.871079271
14/09/1944,2.866443106
15/09/1944,2.861083054
16/09/1944,2.860547262
18/09/1944,2.858309305
19/09/1944,2.854236902
20/09/1944,2.848525746
21/09/1944,2.845234293
22/09/1944,2.8407359
23/09/1944,2.839328397
25/09/1944,2.837137743
26/09/1944,2.831588098
27/09/1944,2.832971924
28/09/1944,2.829187972
29/09/1944,2.824572881
30/09/1944,2.825720465
02/10/1944,2.824978337
03/10/1944,2.822978912
04/10/1944,2.824250251
05/10/1944,2.818725643
06/10/1944,2.818047796
07/10/1944,2.820764065
09/10/1944,2.815026223
10/10/1944,2.816013961
11/10/1944,2.816099224
13/10/1944,2.819033537
14/10/1944,2.818826279
16/10/1944,2.821238005
17/10/1944,2.824628301
18/10/1944,2.822791903
19/10/1944,2.822852354
20/10/1944,2.820771691
21/10/1944,2.816386392
23/10/1944,2.813680814
24/10/1944,2.813214816
25/10/1944,2.816858192
26/10/1944,2.820469197
27/10/1944,2.825694422
28/10/1944,2.825615729
30/10/1944,2.827920265
31/10/1944,2.827668353
01/11/1944,2.831039093
02/11/1944,2.831444032
03/11/1944,2.834029742
04/11/1944,2.83667371
06/11/1944,2.837788668
08/11/1944,2.836135871
09/11/1944,2.83655912
10/11/1944,2.839748557
13/11/1944,2.842092596
14/11/1944,2.84436134
15/11/1944,2.849729941
16/11/1944,2.856702184
17/11/1944,2.859725992
18/11/1944,2.862572327
20/11/1944,2.868322699
21/11/1944,2.872083957
22/11/1944,2.87879178
24/11/1944,2.884553123
25/11/1944,2.887466411
27/11/1944,2.892270193
28/11/1944,2.895975227
29/11/1944,2.898481703
30/11/1944,2.90003432
01/12/1944,2.901793905
02/12/1944,2.905905101
04/12/1944,2.905207362
05/12/1944,2.910317308
06/12/1944,2.915996264
07/12/1944,2.921922069
08/12/1944,2.929493395
09/12/1944,2.932170216
11/12/1944,2.934770133
12/12/1944,2.938926144
13/12/1944,2.945830865
14/12/1944,2.948699297
15/12/1944,2.951751033
16/12/1944,2.957950453
18/12/1944,2.964929843
19/12/1944,2.97015689
20/12/1944,2.97035886
21/12/1944,2.973825727
22/12/1944,2.973547937
23/12/1944,2.977594313
26/12/1944,2.98227096
27/12/1944,2.984039691
28/12/1944,2.985507027
29/12/1944,2.986250521
30/12/1944,2.984433002
02/01/1945,2.98399149
03/01/1945,2.986439461
04/01/1945,2.987723517
05/01/1945,2.993964116
06/01/1945,2.997094048
08/01/1945,2.996197191
09/01/1945,3.000708468
10/01/1945,3.005475819
11/01/1945,3.004982223
12/01/1945,3.007323072
13/01/1945,3.004502563
15/01/1945,3.003636562
16/01/1945,3.004297499
17/01/1945,3.002942274
18/01/1945,3.005453926
19/01/1945,3.008291989
20/01/1945,3.00853183
22/01/1945,3.007383305
23/01/1945,3.010496119
24/01/1945,3.010969591
25/01/1945,3.009323099
26/01/1945,3.005509589
27/01/1945,3.003341819
29/01/1945,3.002013865
30/01/1945,3.002168286
31/01/1945,3.00151175
01/02/1945,3.001980385
02/02/1945,3.003484524
03/02/1945,3.006177765
05/02/1945,3.008577389
06/02/1945,3.012395155
07/02/1945,3.010371788
08/02/1945,3.013311341
09/02/1945,3.010850512
10/02/1945,3.007306631
13/02/1945,3.008779195
14/02/1945,3.003619588
15/02/1945,2.998331742
16/02/1945,2.999202876
17/02/1945,2.997813851
19/02/1945,3.000385073
20/02/1945,3.001855394
21/02/1945,2.999917661
23/02/1945,3.001897541
24/02/1945,3.002133882
26/02/1945,3.001706177
27/02/1945,3.00284903
28/02/1945,3.002431936
01/03/1945,3.002687271
02/03/1945,3.004426908
03/03/1945,3.002976238
05/03/1945,3.006284258
06/03/1945,3.006936027
07/03/1945,3.00721747
08/03/1945,3.008916739
09/03/1945,3.01062185
10/03/1945,3.008758525
12/03/1945,3.010092772
13/03/1945,3.014889323
14/03/1945,3.014186324
15/03/1945,3.016552626
16/03/1945,3.021232012
17/03/1945,3.020286243
19/03/1945,3.021455708
20/03/1945,3.019566413
21/03/1945,3.016820266
22/03/1945,3.014146611
23/03/1945,3.01287353
24/03/1945,3.013231129
26/03/1945,3.013873733
27/03/1945,3.01364602
28/03/1945,3.020019249
29/03/1945,3.021470123
31/03/1945,3.01928274
02/04/1945,3.024843511
03/04/1945,3.025719502
04/04/1945,3.026054352
05/04/1945,3.026784691
06/04/1945,3.02631669
07/04/1945,3.026528428
09/04/1945,3.021908735
10/04/1945,3.017864714
11/04/1945,3.018743581
12/04/1945,3.017074398
13/04/1945,3.016173886
16/04/1945,3.016336169
17/04/1945,3.014862408
18/04/1945,3.015638654
19/04/1945,3.01582843
20/04/1945,3.021466188
21/04/1945,3.021652789
23/04/1945,3.021452705
24/04/1945,3.024911637
25/04/1945,3.022901678
26/04/1945,3.024043503
27/04/1945,3.02401
28/04/1945,3.025472356
30/04/1945,3.024414885
01/05/1945,3.030172357
02/05/1945,3.033383918
03/05/1945,3.032933932
04/05/1945,3.034277308
05/05/1945,3.036705734
07/05/1945,3.036995744
08/05/1945,3.038567203
09/05/1945,3.041669235
10/05/1945,3.043075355
11/05/1945,3.043373791
12/05/1945,3.046422955
14/05/1945,3.049539176
15/05/1945,3.047912876
16/05/1945,3.05232794
17/05/1945,3.05355077
18/05/1945,3.055988164
19/05/1945,3.063830288
21/05/1945,3.065016991
22/05/1945,3.068792162
23/05/1945,3.070963218
24/05/1945,3.072136428
25/05/1945,3.075418398
26/05/1945,3.075690515
28/05/1945,3.073122565
29/05/1945,3.076674771
31/05/1945,3.077255989
01/06/1945,3.078393002
02/06/1945,3.081870335
04/06/1945,3.079114382
05/06/1945,3.080999752
06/06/1945,3.084836001
07/06/1945,3.08832631
08/06/1945,3.090971404
09/06/1945,3.090571425
11/06/1945,3.091886454
12/06/1945,3.092480799
13/06/1945,3.096512225
14/06/1945,3.098565191
15/06/1945,3.101243473
16/06/1945,3.107944174
18/06/1945,3.112078364
19/06/1945,3.115510234
20/06/1945,3.118891942
21/06/1945,3.125821319
22/06/1945,3.129215303
23/06/1945,3.132459636
25/06/1945,3.135035287
26/06/1945,3.139523681
27/06/1945,3.144908833
28/06/1945,3.14782197
29/06/1945,3.156392855
30/06/1945,3.164529903
02/07/1945,3.171582164
03/07/1945,3.175710623
05/07/1945,3.179478548
06/07/1945,3.183678391
09/07/1945,3.186462691
10/07/1945,3.192297857
11/07/1945,3.19789807
12/07/1945,3.199133103
13/07/1945,3.203922635
16/07/1945,3.205793814
17/07/1945,3.206218001
18/07/1945,3.209153369
19/07/1945,3.211292757
20/07/1945,3.213446034
23/07/1945,3.214136867
24/07/1945,3.215163401
25/07/1945,3.216081071
26/07/1945,3.218882645
27/07/1945,3.220962501
30/07/1945,3.223419281
31/07/1945,3.224183202
01/08/1945,3.225168069
02/08/1945,3.222627699
03/08/1945,3.219385828
06/08/1945,3.21579985
07/08/1945,3.212539651
08/08/1945,3.208226606
09/08/1945,3.204162341
10/08/1945,3.206602978
13/08/1945,3.204110723
14/08/1945,3.2021188
17/08/1945,3.202391957
20/08/1945,3.198270792
21/08/1945,3.197872488
22/08/1945,3.200664724
23/08/1945,3.199070671
24/08/1945,3.203203507
27/08/1945,3.198729339
28/08/1945,3.195305531
29/08/1945,3.195233164
30/08/1945,3.196634344
31/08/1945,3.19626343
04/09/1945,3.189721776
05/09/1945,3.187959629
06/09/1945,3.186147278
07/09/1945,3.185533939
08/09/1945,3.187146043
10/09/1945,3.188016911
11/09/1945,3.18643172
12/09/1945,3.18536935
13/09/1945,3.183667675
14/09/1945,3.179304135
15/09/1945,3.171021953
17/09/1945,3.168421729
18/09/1945,3.164538122
19/09/1945,3.162012401
20/09/1945,3.165896325
21/09/1945,3.165534394
22/09/1945,3.161052917
24/09/1945,3.159847321
25/09/1945,3.154155711
26/09/1945,3.154830779
27/09/1945,3.149230761
28/09/1945,3.146354013
29/09/1945,3.144638083
01/10/1945,3.144866712
02/10/1945,3.143832685
03/10/1945,3.140266872
04/10/1945,3.141800696
05/10/1945,3.142147199
06/10/1945,3.14309993
08/10/1945,3.143644373
09/10/1945,3.148287088
10/10/1945,3.14994825
11/10/1945,3.149399263
15/10/1945,3.154981592
16/10/1945,3.159761944
17/10/1945,3.160590324
18/10/1945,3.162435956
19/10/1945,3.164213067
20/10/1945,3.168683313
22/10/1945,3.170704483
23/10/1945,3.17267144
24/10/1945,3.177029924
25/10/1945,3.18020523
26/10/1945,3.181360524
29/10/1945,3.185045776
30/10/1945,3.186043874
31/10/1945,3.190091768
01/11/1945,3.19230501
02/11/1945,3.194384941
03/11/1945,3.195329267
05/11/1945,3.198766228
07/11/1945,3.199535562
08/11/1945,3.202197393
09/11/1945,3.201633736
10/11/1945,3.203738261
13/11/1945,3.206300013
14/11/1945,3.215894112
15/11/1945,3.218246053
16/11/1945,3.220749131
17/11/1945,3.227443819
19/11/1945,3.235759656
20/11/1945,3.238578304
21/11/1945,3.240274883
23/11/1945,3.246420038
24/11/1945,3.249472692
26/11/1945,3.251549886
27/11/1945,3.256726172
28/11/1945,3.260155114
29/11/1945,3.263443032
30/11/1945,3.268185531
01/12/1945,3.273937389
03/12/1945,3.27740287
04/12/1945,3.28482956
05/12/1945,3.289077184
06/12/1945,3.2932577
07/12/1945,3.294617134
08/12/1945,3.301152487
10/12/1945,3.304247841
11/12/1945,3.303657821
12/12/1945,3.302343836
13/12/1945,3.298762663
14/12/1945,3.300901453
15/12/1945,3.306004259
17/12/1945,3.306951712
18/12/1945,3.310416454
19/12/1945,3.313940319
20/12/1945,3.317708495
21/12/1945,3.31912853
22/12/1945,3.318438133
26/12/1945,3.318888393
27/12/1945,3.321153409
28/12/1945,3.328007721
29/12/1945,3.329778555
31/12/1945,3.330141495
02/01/1946,3.334198257
03/01/1946,3.330532961
04/01/1946,3.328618644
05/01/1946,3.325356033
07/01/1946,3.324279611
08/01/1946,3.320079307
09/01/1946,3.315828494
10/01/1946,3.317441386
11/01/1946,3.312914589
12/01/1946,3.312708038
14/01/1946,3.312143419
15/01/1946,3.31237533
16/01/1946,3.317235589
17/01/1946,3.319254996
18/01/1946,3.318258537
19/01/1946,3.318204915
21/01/1946,3.313633811
22/01/1946,3.315826721
23/01/1946,3.313556986
24/01/1946,3.315860674
25/01/1946,3.320300769
26/01/1946,3.325909829
28/01/1946,3.328029435
29/01/1946,3.329144252
30/01/1946,3.331174531
31/01/1946,3.334637845
01/02/1946,3.337239812
02/02/1946,3.340831054
04/02/1946,3.344773728
05/02/1946,3.348143328
06/02/1946,3.350685386
07/02/1946,3.353698734
08/02/1946,3.348514443
09/02/1946,3.344054959
11/02/1946,3.336999297
13/02/1946,3.33570056
14/02/1946,3.33285089
15/02/1946,3.32973591
16/02/1946,3.329357501
18/02/1946,3.323711068
19/02/1946,3.318422077
20/02/1946,3.315720393
21/02/1946,3.314469388
25/02/1946,3.309752423
26/02/1946,3.309865004
27/02/1946,3.307670896
28/02/1946,3.312037588
01/03/1946,3.314848991
02/03/1946,3.322147596
04/03/1946,3.322310276
05/03/1946,3.320643329
06/03/1946,3.323407484
07/03/1946,3.320804651
08/03/1946,3.32181654
09/03/1946,3.322560952
11/03/1946,3.320092181
12/03/1946,3.316802649
13/03/1946,3.312438343
14/03/1946,3.310249601
15/03/1946,3.30359837
16/03/1946,3.303532105
18/03/1946,3.299629814
19/03/1946,3.292024765
20/03/1946,3.285362749
21/03/1946,3.280125283
22/03/1946,3.278704073
23/03/1946,3.27787701
25/03/1946,3.274517047
26/03/1946,3.275272162
27/03/1946,3.278919394
28/03/1946,3.276536574
29/03/1946,3.275449616
30/03/1946,3.273001632
01/04/1946,3.270906463
02/04/1946,3.268841757
03/04/1946,3.263995457
04/04/1946,3.259640757
05/04/1946,3.259656095
06/04/1946,3.255747623
08/04/1946,3.258974543
09/04/1946,3.260352482
10/04/1946,3.264205826
11/04/1946,3.264291124
12/04/1946,3.260265871
13/04/1946,3.261318111
15/04/1946,3.25607471
16/04/1946,3.256756085
17/04/1946,3.25091816
18/04/1946,3.252139944
20/04/1946,3.252650735
22/04/1946,3.251139643
23/04/1946,3.252997192
24/04/1946,3.252258589
25/04/1946,3.253099019
26/04/1946,3.254328464
27/04/1946,3.253967688
29/04/1946,3.257073121
30/04/1946,3.258062814
01/05/1946,3.261408789
02/05/1946,3.262102174
03/05/1946,3.25952518
04/05/1946,3.260580448
06/05/1946,3.260568919
07/05/1946,3.260298269
08/05/1946,3.264911104
09/05/1946,3.265374201
10/05/1946,3.273708566
11/05/1946,3.278532312
13/05/1946,3.280234606
14/05/1946,3.287177068
15/05/1946,3.28967908
16/05/1946,3.294017871
17/05/1946,3.299256392
18/05/1946,3.305101133
20/05/1946,3.30532381
21/05/1946,3.313479612
22/05/1946,3.316795806
23/05/1946,3.322657254
24/05/1946,3.32782279
27/05/1946,3.329684656
28/05/1946,3.333527876
29/05/1946,3.339204142
31/05/1946,3.341550547
03/06/1946,3.347115121
04/06/1946,3.350211787
05/06/1946,3.35855225
06/06/1946,3.364470181
07/06/1946,3.371159776
10/06/1946,3.376764094
11/06/1946,3.385965184
12/06/1946,3.3892119
13/06/1946,3.393815367
14/06/1946,3.399059533
17/06/1946,3.401332951
18/06/1946,3.406412998
19/06/1946,3.40877596
20/06/1946,3.4122576
21/06/1946,3.41415803
24/06/1946,3.42079317
25/06/1946,3.428532588
26/06/1946,3.437503005
27/06/1946,3.445418021
28/06/1946,3.457407187
01/07/1946,3.468978169
02/07/1946,3.482957604
03/07/1946,3.496061026
05/07/1946,3.50855869
08/07/1946,3.516638108
09/07/1946,3.525594524
10/07/1946,3.531576102
11/07/1946,3.542220513
12/07/1946,3.552640486
15/07/1946,3.556698025
16/07/1946,3.564791127
17/07/1946,3.576900129
18/07/1946,3.587591601
19/07/1946,3.600805405
22/07/1946,3.609376302
23/07/1946,3.616413963
24/07/1946,3.627335733
25/07/1946,3.643982096
26/07/1946,3.655577313
29/07/1946,3.671843375
30/07/1946,3.689728269
31/07/1946,3.703979413
01/08/1946,3.719320403
02/08/1946,3.73827511
05/08/1946,3.753604374
06/08/1946,3.771164061
07/08/1946,3.79608923
08/08/1946,3.816585537
09/08/1946,3.83559971
12/08/1946,3.854831292
13/08/1946,3.870891006
14/08/1946,3.892848318
15/08/1946,3.912537979
16/08/1946,3.92851875
19/08/1946,3.939503653
20/08/1946,3.950144305
21/08/1946,3.958411863
22/08/1946,3.962443057
23/08/1946,3.976883235
26/08/1946,3.985119052
27/08/1946,3.987185028
28/08/1946,3.99747628
29/08/1946,4.007237694
30/08/1946,4.020269232
03/09/1946,4.025445195
04/09/1946,4.031051972
05/09/1946,4.04368661
06/09/1946,4.055710089
09/09/1946,4.062036782
10/09/1946,4.073991796
11/09/1946,4.08216763
12/09/1946,4.09183387
13/09/1946,4.098591807
16/09/1946,4.109758078
17/09/1946,4.116126487
18/09/1946,4.124342278
19/09/1946,4.130057652
20/09/1946,4.135032246
23/09/1946,4.14453394
24/09/1946,4.152012701
25/09/1946,4.157641104
26/09/1946,4.166580396
27/09/1946,4.173351942
30/09/1946,4.178298947
01/10/1946,4.175739162
02/10/1946,4.170668724
03/10/1946,4.164236774
04/10/1946,4.151030226
05/10/1946,4.147586159
07/10/1946,4.137342664
08/10/1946,4.126318061
09/10/1946,4.115070268
10/10/1946,4.10783276
11/10/1946,4.107886211
14/10/1946,4.105531654
15/10/1946,4.097510156
16/10/1946,4.092298323
17/10/1946,4.093605708
18/10/1946,4.089254043
19/10/1946,4.077407322
21/10/1946,4.067331145
22/10/1946,4.064857772
23/10/1946,4.05771965
24/10/1946,4.045947117
25/10/1946,4.037183874
26/10/1946,4.022355946
28/10/1946,4.010424921
29/10/1946,3.993157254
30/10/1946,3.974398863
31/10/1946,3.959684907
01/11/1946,3.947624671
02/11/1946,3.938595021
04/11/1946,3.931204954
06/11/1946,3.923162717
07/11/1946,3.922696765
08/11/1946,3.921941644
09/11/1946,3.912614218
12/11/1946,3.903777856
13/11/1946,3.901601171
14/11/1946,3.896118327
15/11/1946,3.88948439
16/11/1946,3.880255826
18/11/1946,3.875813802
19/11/1946,3.863743106
20/11/1946,3.851768973
21/11/1946,3.835149758
22/11/1946,3.821088059
23/11/1946,3.804700324
25/11/1946,3.801571106
26/11/1946,3.791016053
27/11/1946,3.783737891
29/11/1946,3.777534902
30/11/1946,3.769034497
02/12/1946,3.761183618
03/12/1946,3.750913768
04/12/1946,3.745394716
05/12/1946,3.732899541
06/12/1946,3.722591579
07/12/1946,3.711129123
09/12/1946,3.698273848
10/12/1946,3.684664686
11/12/1946,3.675023521
12/12/1946,3.661647055
13/12/1946,3.647933674
14/12/1946,3.633713911
16/12/1946,3.620144717
17/12/1946,3.612045712
18/12/1946,3.601525159
19/12/1946,3.587758112
20/12/1946,3.583149143
21/12/1946,3.568097512
23/12/1946,3.555466172
24/12/1946,3.538382271
26/12/1946,3.520898847
27/12/1946,3.510234604
28/12/1946,3.49506577
30/12/1946,3.481274424
31/12/1946,3.470723788
02/01/1947,3.453124455
03/01/1947,3.443718034
04/01/1947,3.431946233
06/01/1947,3.41823343
07/01/1947,3.407975081
08/01/1947,3.394221823
09/01/1947,3.38566256
10/01/1947,3.377718671
11/01/1947,3.361197206
13/01/1947,3.349471146
14/01/1947,3.341480662
15/01/1947,3.329955484
16/01/1947,3.320548534
17/01/1947,3.307759285
18/01/1947,3.302097853
20/01/1947,3.294279728
21/01/1947,3.28488863
22/01/1947,3.277164298
23/01/1947,3.27087291
24/01/1947,3.262949126
25/01/1947,3.250764128
27/01/1947,3.237164435
28/01/1947,3.228016737
29/01/1947,3.219005192
30/01/1947,3.213543511
31/01/1947,3.205532174
01/02/1947,3.196569148
03/02/1947,3.18675963
04/02/1947,3.174572497
05/02/1947,3.168746345
06/02/1947,3.165495925
07/02/1947,3.158174862
08/02/1947,3.155919006
10/02/1947,3.152156703
11/02/1947,3.154024806
13/02/1947,3.149181009
14/02/1947,3.148037844
15/02/1947,3.142392754
17/02/1947,3.136404726
18/02/1947,3.128448568
19/02/1947,3.125038682
20/02/1947,3.11882871
21/02/1947,3.113411988
24/02/1947,3.108152961
25/02/1947,3.101995198
26/02/1947,3.097402234
27/02/1947,3.089368073
28/02/1947,3.083899685
01/03/1947,3.080428977
03/03/1947,3.076572057
04/03/1947,3.073255537
05/03/1947,3.063614706
06/03/1947,3.057990039
07/03/1947,3.054825551
08/03/1947,3.05305193
10/03/1947,3.051293513
11/03/1947,3.048655223
12/03/1947,3.047986072
13/03/1947,3.047789021
14/03/1947,3.050720176
15/03/1947,3.048935417
17/03/1947,3.049247926
18/03/1947,3.048762881
19/03/1947,3.050967738
20/03/1947,3.05438709
21/03/1947,3.060970719
22/03/1947,3.067418712
24/03/1947,3.07041477
25/03/1947,3.072370726
26/03/1947,3.075046136
27/03/1947,3.079425964
28/03/1947,3.081635627
29/03/1947,3.08741837
31/03/1947,3.084522958
01/04/1947,3.085973237
02/04/1947,3.09058466
03/04/1947,3.092811601
05/04/1947,3.096551799
07/04/1947,3.095618223
08/04/1947,3.092683959
09/04/1947,3.095943823
10/04/1947,3.097424542
11/04/1947,3.100410259
12/04/1947,3.103639927
14/04/1947,3.102510231
15/04/1947,3.105981602
16/04/1947,3.112050097
17/04/1947,3.115988815
18/04/1947,3.118427714
19/04/1947,3.119246602
21/04/1947,3.120112055
22/04/1947,3.122568588
23/04/1947,3.125204494
24/04/1947,3.128882539
25/04/1947,3.132000652
26/04/1947,3.135122628
28/04/1947,3.135853928
29/04/1947,3.141081757
30/04/1947,3.146846584
01/05/1947,3.152360733
02/05/1947,3.156535436
03/05/1947,3.16036994
05/05/1947,3.163320949
06/05/1947,3.162368471
07/05/1947,3.163232276
08/05/1947,3.163117051
09/05/1947,3.165365348
10/05/1947,3.165614005
12/05/1947,3.165796729
13/05/1947,3.165862172
14/05/1947,3.167805987
15/05/1947,3.16332101
16/05/1947,3.162596652
17/05/1947,3.16201938
19/05/1947,3.161686594
20/05/1947,3.162711203
21/05/1947,3.164851675
22/05/1947,3.168517644
23/05/1947,3.172636408
24/05/1947,3.177361079
26/05/1947,3.178093138
27/05/1947,3.179623455
28/05/1947,3.17898357
29/05/1947,3.176171322
02/06/1947,3.177444232
03/06/1947,3.176040981
04/06/1947,3.179726731
05/06/1947,3.180595997
06/06/1947,3.179413883
09/06/1947,3.179333391
10/06/1947,3.176668147
11/06/1947,3.171562978
12/06/1947,3.166767014
13/06/1947,3.165813492
16/06/1947,3.163978147
17/06/1947,3.160829038
18/06/1947,3.153533977
19/06/1947,3.142919031
20/06/1947,3.13908912
23/06/1947,3.133256591
24/06/1947,3.127835529
25/06/1947,3.123274396
26/06/1947,3.117345257
27/06/1947,3.111652313
30/06/1947,3.109593245
01/07/1947,3.105697176
02/07/1947,3.100607293
03/07/1947,3.095104818
07/07/1947,3.08634502
08/07/1947,3.082823001
09/07/1947,3.076648491
10/07/1947,3.070645437
11/07/1947,3.06327343
14/07/1947,3.058289459
15/07/1947,3.053866328
16/07/1947,3.046293577
17/07/1947,3.040422944
18/07/1947,3.038162334
21/07/1947,3.031251369
22/07/1947,3.025181299
23/07/1947,3.015940544
24/07/1947,3.012348787
25/07/1947,3.005830621
28/07/1947,2.994862107
29/07/1947,2.986023402
30/07/1947,2.980835601
31/07/1947,2.974740261
01/08/1947,2.975433724
04/08/1947,2.971715391
05/08/1947,2.967882256
06/08/1947,2.963537049
07/08/1947,2.961189933
08/08/1947,2.960336061
11/08/1947,2.955210217
12/08/1947,2.948753112
13/08/1947,2.946833871
14/08/1947,2.943120543
15/08/1947,2.941946656
18/08/1947,2.935414074
19/08/1947,2.932125728
20/08/1947,2.92837171
21/08/1947,2.920829941
22/08/1947,2.913336175
25/08/1947,2.911828856
26/08/1947,2.907243644
27/08/1947,2.904166877
28/08/1947,2.898700434
29/08/1947,2.892072318
02/09/1947,2.888798539
03/09/1947,2.884684994
04/09/1947,2.879866435
05/09/1947,2.873328515
08/09/1947,2.871132779
09/09/1947,2.862720218
10/09/1947,2.859174239
11/09/1947,2.855351535
12/09/1947,2.851122792
15/09/1947,2.846668284
16/09/1947,2.843114775
17/09/1947,2.837579729
18/09/1947,2.83384486
19/09/1947,2.831942299
22/09/1947,2.831131052
23/09/1947,2.828449548
24/09/1947,2.823740447
25/09/1947,2.817522203
26/09/1947,2.815451795
29/09/1947,2.813029047
30/09/1947,2.8105126
01/10/1947,2.808112041
02/10/1947,2.809981538
03/10/1947,2.811323553
04/10/1947,2.815198061
06/10/1947,2.816093607
07/10/1947,2.816699914
08/10/1947,2.812815507
09/10/1947,2.812798325
10/10/1947,2.810091281
11/10/1947,2.804975344
14/10/1947,2.801570795
15/10/1947,2.801990762
16/10/1947,2.800556834
17/10/1947,2.799771096
18/10/1947,2.79802011
20/10/1947,2.795915974
21/10/1947,2.792511834
22/10/1947,2.791391839
23/10/1947,2.792707063
24/10/1947,2.789863776
25/10/1947,2.790092098
27/10/1947,2.791583858
28/10/1947,2.792554537
29/10/1947,2.792032519
30/10/1947,2.797531482
31/10/1947,2.798399275
01/11/1947,2.803224473
03/11/1947,2.807727913
05/11/1947,2.811103172
06/11/1947,2.814519214
07/11/1947,2.816007826
08/11/1947,2.819705779
10/11/1947,2.822921381
12/11/1947,2.82583248
13/11/1947,2.827311734
14/11/1947,2.828423039
15/11/1947,2.83284027
17/11/1947,2.829920927
18/11/1947,2.832638664
19/11/1947,2.835449772
20/11/1947,2.842225504
21/11/1947,2.847878918
22/11/1947,2.853578404
24/11/1947,2.858796308
25/11/1947,2.861350094
26/11/1947,2.859710226
28/11/1947,2.857539042
29/11/1947,2.860474404
01/12/1947,2.858389497
02/12/1947,2.858475702
03/12/1947,2.861867101
04/12/1947,2.86671781
05/12/1947,2.866587862
06/12/1947,2.869202337
08/12/1947,2.87154677
09/12/1947,2.872411068
10/12/1947,2.879072152
11/12/1947,2.88422797
12/12/1947,2.886313759
13/12/1947,2.890924644
15/12/1947,2.895796104
16/12/1947,2.902130689
17/12/1947,2.908173195
18/12/1947,2.911004298
19/12/1947,2.909690887
20/12/1947,2.910241011
22/12/1947,2.912690201
23/12/1947,2.913793509
24/12/1947,2.918599907
26/12/1947,2.923011227
27/12/1947,2.922931557
29/12/1947,2.921688774
30/12/1947,2.922735547
31/12/1947,2.923291786
02/01/1948,2.924967298
05/01/1948,2.924628741
06/01/1948,2.925584464
07/01/1948,2.926558594
08/01/1948,2.931021066
09/01/1948,2.936403697
10/01/1948,2.938441922
12/01/1948,2.941106356
13/01/1948,2.943232133
14/01/1948,2.944367933
15/01/1948,2.945597616
16/01/1948,2.947782665
17/01/1948,2.951706353
19/01/1948,2.953905357
20/01/1948,2.954096494
21/01/1948,2.956974274
22/01/1948,2.961678651
23/01/1948,2.965443137
24/01/1948,2.965203502
26/01/1948,2.966785331
27/01/1948,2.963952164
28/01/1948,2.962465709
29/01/1948,2.959441184
30/01/1948,2.959531118
31/01/1948,2.962746854
02/02/1948,2.959898079
03/02/1948,2.958291526
04/02/1948,2.955531681
05/02/1948,2.952002194
06/02/1948,2.952698549
07/02/1948,2.953038706
09/02/1948,2.951083959
10/02/1948,2.94421366
11/02/1948,2.947342375
13/02/1948,2.949208425
14/02/1948,2.951817974
16/02/1948,2.954729423
17/02/1948,2.957752745
18/02/1948,2.957537382
19/02/1948,2.957782599
20/02/1948,2.960975698
21/02/1948,2.959309092
24/02/1948,2.957986226
25/02/1948,2.95668787
26/02/1948,2.954229737
27/02/1948,2.951744397
28/02/1948,2.955821582
01/03/1948,2.951359151
02/03/1948,2.951296362
03/03/1948,2.948569338
04/03/1948,2.948071969
05/03/1948,2.946312504
06/03/1948,2.947992444
08/03/1948,2.947318977
09/03/1948,2.946261416
10/03/1948,2.944856275
11/03/1948,2.943668591
12/03/1948,2.940071858
13/03/1948,2.937753155
15/03/1948,2.934799714
16/03/1948,2.930042758
17/03/1948,2.926682574
18/03/1948,2.927733544
19/03/1948,2.923906429
20/03/1948,2.926451839
