Date,Open,High,Low,Close,Adj Close,Volume
2000-11-13,30.219999,30.219999,30.219999,30.219999,21.648443,0
2000-11-14,31.010000,31.010000,31.010000,31.010000,22.214365,0
2000-11-15,31.200001,31.200001,31.200001,31.200001,22.350470,0
2000-11-16,30.700001,30.700001,30.700001,30.700001,21.992294,0
2000-11-17,30.559999,30.559999,30.559999,30.559999,21.892006,0
2000-11-20,29.840000,29.840000,29.840000,29.840000,21.376221,0
2000-11-21,29.850000,29.850000,29.850000,29.850000,21.383381,0
2000-11-22,29.240000,29.240000,29.240000,29.240000,20.946409,0
2000-11-24,29.830000,29.830000,29.830000,29.830000,21.369053,0
2000-11-27,29.930000,29.930000,29.930000,29.930000,21.440701,0
2000-11-28,29.459999,29.459999,29.459999,29.459999,21.104004,0
2000-11-29,29.510000,29.510000,29.510000,29.510000,21.139820,0
2000-11-30,28.930000,28.930000,28.930000,28.930000,20.724329,0
2000-12-01,29.080000,29.080000,29.080000,29.080000,20.831793,0
2000-12-04,29.190001,29.190001,29.190001,29.190001,20.910589,0
2000-12-05,30.480000,30.480000,30.480000,30.480000,21.834698,0
2000-12-06,29.950001,29.950001,29.950001,29.950001,21.455023,0
2000-12-07,29.790001,29.790001,29.790001,29.790001,21.340405,0
2000-12-08,30.590000,30.590000,30.590000,30.590000,21.913492,0
2000-12-11,30.959999,30.959999,30.959999,30.959999,22.178543,0
2000-12-12,30.650000,30.650000,30.650000,30.650000,21.956470,0
2000-12-13,30.320000,30.320000,30.320000,30.320000,21.720068,0
2000-12-14,29.799999,29.799999,29.799999,29.799999,21.347567,0
2000-12-15,29.230000,29.230000,29.230000,29.230000,20.939240,0
2000-12-18,29.440001,29.440001,29.440001,29.440001,21.089684,0
2000-12-19,28.980000,28.980000,28.980000,28.980000,20.760151,0
2000-12-20,27.799999,27.799999,27.799999,27.799999,20.038616,0
2000-12-21,27.950001,27.950001,27.950001,27.950001,20.146744,0
2000-12-22,28.790001,28.790001,28.790001,28.790001,20.752220,0
2000-12-26,28.969999,28.969999,28.969999,28.969999,20.881969,0
2000-12-27,29.360001,29.360001,29.360001,29.360001,21.163084,0
2000-12-28,29.629999,29.629999,29.629999,29.629999,21.357700,0
2000-12-29,29.260000,29.260000,29.260000,29.260000,21.091003,0
2001-01-02,28.280001,28.280001,28.280001,28.280001,20.384607,0
2001-01-03,29.760000,29.760000,29.760000,29.760000,21.451406,0
2001-01-04,29.389999,29.389999,29.389999,29.389999,21.184708,0
2001-01-05,28.540001,28.540001,28.540001,28.540001,20.572023,0
2001-01-08,28.459999,28.459999,28.459999,28.459999,20.514351,0
2001-01-09,28.610001,28.610001,28.610001,28.610001,20.622471,0
2001-01-10,29.020000,29.020000,29.020000,29.020000,20.918015,0
2001-01-11,29.410000,29.410000,29.410000,29.410000,21.199131,0
2001-01-12,29.299999,29.299999,29.299999,29.299999,21.119837,0
2001-01-16,29.500000,29.500000,29.500000,29.500000,21.263988,0
2001-01-17,29.610001,29.610001,29.610001,29.610001,21.343287,0
2001-01-18,29.940001,29.940001,29.940001,29.940001,21.581158,0
2001-01-19,29.790001,29.790001,29.790001,29.790001,21.473038,0
2001-01-22,29.799999,29.799999,29.799999,29.799999,21.480244,0
2001-01-23,30.270000,30.270000,30.270000,30.270000,21.819021,0
2001-01-24,30.379999,30.379999,30.379999,30.379999,21.898315,0
2001-01-25,30.160000,30.160000,30.160000,30.160000,21.739735,0
2001-01-26,30.129999,30.129999,30.129999,30.129999,21.718107,0
2001-01-29,30.400000,30.400000,30.400000,30.400000,21.912735,0
2001-01-30,30.600000,30.600000,30.600000,30.600000,22.056894,0
2001-01-31,30.389999,30.389999,30.389999,30.389999,21.905523,0
2001-02-01,30.510000,30.510000,30.510000,30.510000,21.992031,0
2001-02-02,29.950001,29.950001,29.950001,29.950001,21.588367,0
2001-02-05,30.010000,30.010000,30.010000,30.010000,21.631617,0
2001-02-06,30.030001,30.030001,30.030001,30.030001,21.646023,0
2001-02-07,29.799999,29.799999,29.799999,29.799999,21.480244,0
2001-02-08,29.600000,29.600000,29.600000,29.600000,21.336086,0
2001-02-09,29.200001,29.200001,29.200001,29.200001,21.047754,0
2001-02-12,29.510000,29.510000,29.510000,29.510000,21.271204,0
2001-02-13,29.250000,29.250000,29.250000,29.250000,21.083797,0
2001-02-14,29.250000,29.250000,29.250000,29.250000,21.083797,0
2001-02-15,29.520000,29.520000,29.520000,29.520000,21.278414,0
2001-02-16,28.980000,28.980000,28.980000,28.980000,20.889174,0
2001-02-20,28.440001,28.440001,28.440001,28.440001,20.499935,0
2001-02-21,27.930000,27.930000,27.930000,27.930000,20.132318,0
2001-02-22,27.799999,27.799999,27.799999,27.799999,20.038616,0
2001-02-23,27.700001,27.700001,27.700001,27.700001,19.966545,0
2001-02-26,28.240000,28.240000,28.240000,28.240000,20.355770,0
2001-02-27,27.920000,27.920000,27.920000,27.920000,20.125114,0
2001-02-28,27.520000,27.520000,27.520000,27.520000,19.836790,0
2001-03-01,27.530001,27.530001,27.530001,27.530001,19.843987,0
2001-03-02,27.410000,27.410000,27.410000,27.410000,19.757496,0
2001-03-05,27.549999,27.549999,27.549999,27.549999,19.858410,0
2001-03-06,27.840000,27.840000,27.840000,27.840000,20.067446,0
2001-03-07,28.010000,28.010000,28.010000,28.010000,20.189997,0
2001-03-08,28.000000,28.000000,28.000000,28.000000,20.182781,0
2001-03-09,27.309999,27.309999,27.309999,27.309999,19.685413,0
2001-03-12,26.150000,26.150000,26.150000,26.150000,18.849276,0
2001-03-13,26.549999,26.549999,26.549999,26.549999,19.137596,0
2001-03-14,25.900000,25.900000,25.900000,25.900000,18.669065,0
2001-03-15,25.990000,25.990000,25.990000,25.990000,18.733946,0
2001-03-16,25.379999,25.379999,25.379999,25.379999,18.345776,0
2001-03-19,25.850000,25.850000,25.850000,25.850000,18.685520,0
2001-03-20,25.250000,25.250000,25.250000,25.250000,18.251806,0
2001-03-21,24.780001,24.780001,24.780001,24.780001,17.912071,0
2001-03-22,24.670000,24.670000,24.670000,24.670000,17.832561,0
2001-03-23,25.180000,25.180000,25.180000,25.180000,18.201212,0
2001-03-26,25.459999,25.459999,25.459999,25.459999,18.403597,0
2001-03-27,26.070000,26.070000,26.070000,26.070000,18.844542,0
2001-03-28,25.420000,25.420000,25.420000,25.420000,18.374689,0
2001-03-29,25.290001,25.290001,25.290001,25.290001,18.280722,0
2001-03-30,25.600000,25.600000,25.600000,25.600000,18.504801,0
2001-04-02,25.200001,25.200001,25.200001,25.200001,18.215666,0
2001-04-03,24.290001,24.290001,24.290001,24.290001,17.557878,0
2001-04-04,24.209999,24.209999,24.209999,24.209999,17.500048,0
2001-04-05,25.330000,25.330000,25.330000,25.330000,18.309631,0
2001-04-06,24.820000,24.820000,24.820000,24.820000,17.940983,0
2001-04-09,25.040001,25.040001,25.040001,25.040001,18.100012,0
2001-04-10,25.740000,25.740000,25.740000,25.740000,18.605995,0
2001-04-11,25.709999,25.709999,25.709999,25.709999,18.584316,0
2001-04-12,26.100000,26.100000,26.100000,26.100000,18.866219,0
2001-04-16,25.990000,25.990000,25.990000,25.990000,18.786711,0
2001-04-17,26.270000,26.270000,26.270000,26.270000,18.989109,0
2001-04-18,27.290001,27.290001,27.290001,27.290001,19.726410,0
2001-04-19,27.670000,27.670000,27.670000,27.670000,20.001087,0
2001-04-20,27.440001,27.440001,27.440001,27.440001,19.834837,0
2001-04-23,27.000000,27.000000,27.000000,27.000000,19.516787,0
2001-04-24,26.700001,26.700001,26.700001,26.700001,19.299927,0
2001-04-25,27.139999,27.139999,27.139999,27.139999,19.617975,0
2001-04-26,27.280001,27.280001,27.280001,27.280001,19.719181,0
2001-04-27,27.690001,27.690001,27.690001,27.690001,20.015539,0
2001-04-30,27.690001,27.690001,27.690001,27.690001,20.015539,0
2001-05-01,28.070000,28.070000,28.070000,28.070000,20.290220,0
2001-05-02,28.150000,28.150000,28.150000,28.150000,20.348057,0
2001-05-03,27.719999,27.719999,27.719999,27.719999,20.037231,0
2001-05-04,28.120001,28.120001,28.120001,28.120001,20.326368,0
2001-05-07,28.030001,28.030001,28.030001,28.030001,20.261316,0
2001-05-08,28.000000,28.000000,28.000000,28.000000,20.239630,0
2001-05-09,27.879999,27.879999,27.879999,27.879999,20.152882,0
2001-05-10,27.860001,27.860001,27.860001,27.860001,20.138430,0
2001-05-11,27.660000,27.660000,27.660000,27.660000,19.993860,0
2001-05-14,27.070000,27.070000,27.070000,27.070000,19.567377,0
2001-05-15,27.730000,27.730000,27.730000,27.730000,20.044456,0
2001-05-16,28.490000,28.490000,28.490000,28.490000,20.593815,0
2001-05-17,28.639999,28.639999,28.639999,28.639999,20.702248,0
2001-05-18,28.709999,28.709999,28.709999,28.709999,20.752851,0
2001-05-21,29.240000,29.240000,29.240000,29.240000,21.135958,0
2001-05-22,29.200001,29.200001,29.200001,29.200001,21.107038,0
2001-05-23,28.709999,28.709999,28.709999,28.709999,20.752851,0
2001-05-24,28.830000,28.830000,28.830000,28.830000,20.839584,0
2001-05-25,28.530001,28.530001,28.530001,28.530001,20.622738,0
2001-05-29,28.250000,28.250000,28.250000,28.250000,20.420334,0
2001-05-30,27.770000,27.770000,27.770000,27.770000,20.073372,0
2001-05-31,27.969999,27.969999,27.969999,27.969999,20.217941,0
2001-06-01,28.120001,28.120001,28.120001,28.120001,20.326368,0
2001-06-04,28.260000,28.260000,28.260000,28.260000,20.427567,0
2001-06-05,28.680000,28.680000,28.680000,28.680000,20.731161,0
2001-06-06,28.400000,28.400000,28.400000,28.400000,20.528761,0
2001-06-07,28.559999,28.559999,28.559999,28.559999,20.644415,0
2001-06-08,28.280001,28.280001,28.280001,28.280001,20.442020,0
2001-06-11,28.010000,28.010000,28.010000,28.010000,20.246872,0
2001-06-12,28.030001,28.030001,28.030001,28.030001,20.261316,0
2001-06-13,27.740000,27.740000,27.740000,27.740000,20.051695,0
2001-06-14,27.209999,27.209999,27.209999,27.209999,19.668568,0
2001-06-15,27.090000,27.090000,27.090000,27.090000,19.581839,0
2001-06-18,26.930000,26.930000,26.930000,26.930000,19.466192,0
2001-06-19,26.990000,26.990000,26.990000,26.990000,19.509558,0
2001-06-20,27.270000,27.270000,27.270000,27.270000,19.711958,0
2001-06-21,27.540001,27.540001,27.540001,27.540001,19.907122,0
2001-06-22,27.209999,27.209999,27.209999,27.209999,19.715103,0
2001-06-25,27.059999,27.059999,27.059999,27.059999,19.606430,0
2001-06-26,27.070000,27.070000,27.070000,27.070000,19.613670,0
2001-06-27,27.010000,27.010000,27.010000,27.010000,19.570198,0
2001-06-28,27.360001,27.360001,27.360001,27.360001,19.823790,0
2001-06-29,27.450001,27.450001,27.450001,27.450001,19.889011,0
2001-07-02,27.610001,27.610001,27.610001,27.610001,20.004930,0
2001-07-03,27.559999,27.559999,27.559999,27.559999,19.968708,0
2001-07-05,27.230000,27.230000,27.230000,27.230000,19.729601,0
2001-07-06,26.610001,26.610001,26.610001,26.610001,19.280382,0
2001-07-09,26.770000,26.770000,26.770000,26.770000,19.396315,0
2001-07-10,26.379999,26.379999,26.379999,26.379999,19.113735,0
2001-07-11,26.340000,26.340000,26.340000,26.340000,19.084751,0
2001-07-12,26.980000,26.980000,26.980000,26.980000,19.548470,0
2001-07-13,27.129999,27.129999,27.129999,27.129999,19.657154,0
2001-07-16,26.820000,26.820000,26.820000,26.820000,19.432535,0
2001-07-17,27.100000,27.100000,27.100000,27.100000,19.635406,0
2001-07-18,26.920000,26.920000,26.920000,26.920000,19.504986,0
2001-07-19,27.070000,27.070000,27.070000,27.070000,19.613670,0
2001-07-20,26.990000,26.990000,26.990000,26.990000,19.555714,0
2001-07-23,26.580000,26.580000,26.580000,26.580000,19.258644,0
2001-07-24,26.139999,26.139999,26.139999,26.139999,18.939838,0
2001-07-25,26.500000,26.500000,26.500000,26.500000,19.200680,0
2001-07-26,26.809999,26.809999,26.809999,26.809999,19.425295,0
2001-07-27,26.879999,26.879999,26.879999,26.879999,19.476013,0
2001-07-30,26.850000,26.850000,26.850000,26.850000,19.454271,0
2001-07-31,26.980000,26.980000,26.980000,26.980000,19.548470,0
2001-08-01,27.110001,27.110001,27.110001,27.110001,19.642656,0
2001-08-02,27.209999,27.209999,27.209999,27.209999,19.715103,0
2001-08-03,27.080000,27.080000,27.080000,27.080000,19.620918,0
2001-08-06,26.770000,26.770000,26.770000,26.770000,19.396315,0
2001-08-07,26.830000,26.830000,26.830000,26.830000,19.439785,0
2001-08-08,26.379999,26.379999,26.379999,26.379999,19.113735,0
2001-08-09,26.370001,26.370001,26.370001,26.370001,19.106482,0
2001-08-10,26.490000,26.490000,26.490000,26.490000,19.193434,0
2001-08-13,26.549999,26.549999,26.549999,26.549999,19.236904,0
2001-08-14,26.480000,26.480000,26.480000,26.480000,19.186184,0
2001-08-15,26.299999,26.299999,26.299999,26.299999,19.055763,0
2001-08-16,26.360001,26.360001,26.360001,26.360001,19.099247,0
2001-08-17,25.940001,25.940001,25.940001,25.940001,18.794931,0
2001-08-20,26.129999,26.129999,26.129999,26.129999,18.932598,0
2001-08-21,25.820000,25.820000,25.820000,25.820000,18.707973,0
2001-08-22,26.000000,26.000000,26.000000,26.000000,18.838406,0
2001-08-23,25.920000,25.920000,25.920000,25.920000,18.780436,0
2001-08-24,26.400000,26.400000,26.400000,26.400000,19.128220,0
2001-08-27,26.290001,26.290001,26.290001,26.290001,19.048527,0
2001-08-28,25.910000,25.910000,25.910000,25.910000,18.773191,0
2001-08-29,25.670000,25.670000,25.670000,25.670000,18.599302,0
2001-08-30,25.250000,25.250000,25.250000,25.250000,18.294987,0
2001-08-31,25.360001,25.360001,25.360001,25.360001,18.374687,0
2001-09-04,25.340000,25.340000,25.340000,25.340000,18.360199,0
2001-09-05,25.260000,25.260000,25.260000,25.260000,18.302233,0
2001-09-06,24.730000,24.730000,24.730000,24.730000,17.918221,0
2001-09-07,24.280001,24.280001,24.280001,24.280001,17.592169,0
2001-09-10,24.370001,24.370001,24.370001,24.370001,17.657381,0
2001-09-17,23.139999,23.139999,23.139999,23.139999,16.766176,0
2001-09-18,22.959999,22.959999,22.959999,22.959999,16.635757,0
2001-09-19,22.580000,22.580000,22.580000,22.580000,16.360418,0
2001-09-20,21.889999,21.889999,21.889999,21.889999,15.860479,0
2001-09-21,21.400000,21.400000,21.400000,21.400000,15.559472,0
2001-09-24,22.209999,22.209999,22.209999,22.209999,16.148418,0
2001-09-25,22.379999,22.379999,22.379999,22.379999,16.272011,0
2001-09-26,22.240000,22.240000,22.240000,22.240000,16.170221,0
2001-09-27,22.490000,22.490000,22.490000,22.490000,16.351988,0
2001-09-28,23.000000,23.000000,23.000000,23.000000,16.722797,0
2001-10-01,22.889999,22.889999,22.889999,22.889999,16.642822,0
2001-10-02,23.160000,23.160000,23.160000,23.160000,16.839138,0
2001-10-03,23.680000,23.680000,23.680000,23.680000,17.217215,0
2001-10-04,23.660000,23.660000,23.660000,23.660000,17.202667,0
2001-10-05,23.670000,23.670000,23.670000,23.670000,17.209936,0
2001-10-08,23.480000,23.480000,23.480000,23.480000,17.071791,0
2001-10-09,23.370001,23.370001,23.370001,23.370001,16.991810,0
